idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
26,1998-07-27,Rio de Janeiro,10385,Ensino Fundamental,4,Casado(a),Engenharia
58,1965-09-14,Mato Grosso,17414,Ensino Superior,1,Divorciado(a),Tecnologia
60,1964-05-05,Amazonas,27718,Doutorado,3,Viúvo(a),Tecnologia
56,1968-02-27,Amapá,23128,Doutorado,1,Casado(a),Tecnologia
25,1998-11-02,Mato Grosso do Sul,18459,Ensino Superior,1,Viúvo(a),Educação
19,2005-07-20,Minas Gerais,26224,Ensino Fundamental,1,Divorciado(a),Saúde
38,1985-12-01,Roraima,29927,Mestrado,4,Solteiro(a),Educação
31,1992-11-02,Amazonas,17914,Pós-Graduação,2,Casado(a),Engenharia
20,2004-05-07,Paraíba,4983,Ensino Médio,3,Viúvo(a),Administração
42,1982-02-11,Paraíba,23826,Ensino Superior,2,Viúvo(a),Administração
59,1965-06-19,Rio Grande do Norte,10296,Pós-Graduação,1,Viúvo(a),Saúde
20,2003-11-18,Espírito Santo,2463,Ensino Fundamental,3,Divorciado(a),Saúde
45,1979-03-10,Acre,2058,Pós-Graduação,2,Casado(a),Administração
38,1985-10-12,Piauí,16875,Ensino Fundamental,1,Casado(a),Engenharia
35,1989-06-29,Piauí,5123,Doutorado,1,Viúvo(a),Engenharia
27,1996-10-30,Santa Catarina,21500,Mestrado,1,Solteiro(a),Marketing
31,1993-03-15,Maranhão,5408,Ensino Médio,0,Divorciado(a),Marketing
18,2005-09-17,Amapá,22310,Mestrado,1,Divorciado(a),Tecnologia
22,2002-01-17,Roraima,7846,Doutorado,0,Casado(a),Educação
47,1976-12-01,Rio Grande do Norte,17092,Mestrado,2,Solteiro(a),Tecnologia
50,1973-09-14,Rio Grande do Sul,12322,Ensino Fundamental,3,Casado(a),Marketing
52,1972-03-27,Goiás,15001,Mestrado,3,Divorciado(a),Saúde
29,1994-10-04,Minas Gerais,5960,Ensino Médio,2,Viúvo(a),Engenharia
29,1995-07-14,Pernambuco,16038,Ensino Superior,4,Viúvo(a),Tecnologia
20,2004-04-05,Piauí,15431,Mestrado,2,Solteiro(a),Marketing
47,1977-01-02,Rio Grande do Norte,29134,Ensino Médio,2,Viúvo(a),Marketing
40,1984-03-16,Alagoas,18578,Ensino Médio,0,Casado(a),Engenharia
27,1997-02-26,Tocantins,5943,Mestrado,4,Casado(a),Administração
45,1979-04-16,Ceará,29086,Mestrado,0,Viúvo(a),Marketing
19,2004-10-05,Maranhão,16698,Ensino Fundamental,0,Viúvo(a),Engenharia
33,1991-05-27,Maranhão,14090,Ensino Médio,1,Divorciado(a),Administração
20,2003-10-11,Pernambuco,25307,Pós-Graduação,2,Divorciado(a),Educação
39,1985-01-29,Maranhão,8035,Ensino Médio,3,Viúvo(a),Engenharia
18,2005-11-06,Alagoas,22430,Ensino Superior,2,Viúvo(a),Saúde
53,1971-06-25,Pernambuco,28873,Ensino Fundamental,4,Solteiro(a),Tecnologia
54,1969-12-14,Distrito Federal,14384,Ensino Fundamental,1,Solteiro(a),Saúde
29,1994-11-13,Goiás,6580,Mestrado,4,Viúvo(a),Marketing
46,1977-09-18,Acre,16420,Ensino Superior,4,Divorciado(a),Saúde
19,2005-04-20,Alagoas,3894,Doutorado,4,Solteiro(a),Engenharia
50,1974-01-13,Rio de Janeiro,27552,Ensino Superior,1,Casado(a),Administração
19,2004-11-14,Piauí,25264,Pós-Graduação,3,Divorciado(a),Administração
50,1974-03-02,Bahia,11666,Mestrado,0,Casado(a),Educação
25,1999-04-23,Pernambuco,28880,Mestrado,4,Divorciado(a),Educação
35,1989-05-13,São Paulo,5987,Ensino Fundamental,3,Casado(a),Tecnologia
42,1982-04-22,Rondônia,9973,Mestrado,4,Casado(a),Saúde
21,2003-07-31,Bahia,23867,Mestrado,4,Viúvo(a),Administração
41,1982-09-09,Rio de Janeiro,29349,Ensino Médio,2,Casado(a),Administração
48,1976-01-13,Piauí,2934,Doutorado,0,Casado(a),Engenharia
33,1991-02-08,Roraima,17666,Ensino Fundamental,0,Divorciado(a),Tecnologia
32,1992-01-15,Bahia,19079,Ensino Médio,0,Divorciado(a),Engenharia
33,1991-04-18,Pernambuco,19805,Pós-Graduação,2,Solteiro(a),Administração
19,2005-07-19,Bahia,19444,Ensino Médio,2,Divorciado(a),Marketing
52,1972-05-16,Rio de Janeiro,5680,Ensino Fundamental,4,Viúvo(a),Educação
21,2003-05-16,Espírito Santo,5090,Doutorado,0,Divorciado(a),Engenharia
37,1986-11-15,Roraima,24005,Ensino Médio,0,Viúvo(a),Tecnologia
36,1988-01-08,Maranhão,4234,Pós-Graduação,2,Divorciado(a),Marketing
29,1995-02-21,Sergipe,11375,Ensino Fundamental,2,Solteiro(a),Administração
28,1996-01-08,Ceará,25868,Ensino Fundamental,0,Solteiro(a),Saúde
49,1975-08-12,Mato Grosso,5957,Doutorado,2,Solteiro(a),Administração
45,1979-05-21,Mato Grosso,12971,Ensino Médio,1,Divorciado(a),Engenharia
60,1964-07-27,Acre,28864,Ensino Fundamental,2,Solteiro(a),Tecnologia
58,1966-05-25,Acre,15705,Pós-Graduação,0,Divorciado(a),Tecnologia
23,2000-10-25,Amapá,27919,Doutorado,1,Viúvo(a),Administração
38,1985-12-24,Amazonas,23539,Ensino Fundamental,1,Casado(a),Engenharia
56,1967-09-25,Mato Grosso do Sul,20831,Doutorado,4,Solteiro(a),Administração
27,1997-08-12,Pará,26701,Ensino Médio,3,Casado(a),Tecnologia
37,1987-02-25,Pará,4713,Ensino Médio,1,Viúvo(a),Educação
49,1975-05-11,Ceará,2952,Ensino Fundamental,0,Viúvo(a),Educação
46,1978-07-12,Acre,18699,Ensino Superior,4,Solteiro(a),Marketing
45,1979-05-09,Pernambuco,25784,Pós-Graduação,0,Viúvo(a),Tecnologia
37,1987-06-25,Piauí,18004,Pós-Graduação,2,Solteiro(a),Tecnologia
34,1990-04-23,Distrito Federal,1656,Mestrado,2,Casado(a),Tecnologia
19,2004-12-26,Amapá,23421,Pós-Graduação,1,Viúvo(a),Educação
27,1997-06-26,Paraná,9057,Mestrado,3,Casado(a),Saúde
37,1987-07-11,Mato Grosso do Sul,29984,Ensino Superior,3,Casado(a),Marketing
41,1982-11-17,Paraná,29564,Ensino Superior,0,Casado(a),Marketing
51,1972-09-13,Goiás,8021,Ensino Fundamental,3,Viúvo(a),Administração
30,1993-09-05,Paraná,4949,Mestrado,2,Viúvo(a),Educação
50,1974-05-23,Maranhão,24686,Ensino Médio,2,Casado(a),Marketing
20,2004-08-18,Bahia,22150,Doutorado,4,Casado(a),Engenharia
25,1999-04-04,Espírito Santo,2746,Ensino Superior,2,Divorciado(a),Tecnologia
48,1976-05-10,Rio Grande do Norte,12137,Ensino Médio,4,Solteiro(a),Engenharia
54,1970-02-05,Piauí,22262,Pós-Graduação,0,Viúvo(a),Educação
29,1995-04-14,Distrito Federal,5950,Ensino Superior,3,Divorciado(a),Saúde
19,2005-05-20,Amazonas,4545,Ensino Médio,4,Viúvo(a),Engenharia
48,1976-04-29,Amazonas,28008,Ensino Fundamental,3,Solteiro(a),Saúde
31,1993-01-20,Pernambuco,8429,Ensino Médio,3,Viúvo(a),Tecnologia
36,1988-05-14,Tocantins,16562,Doutorado,1,Casado(a),Tecnologia
43,1981-03-27,Sergipe,20181,Ensino Médio,2,Solteiro(a),Marketing
42,1981-08-25,Paraná,14636,Ensino Fundamental,1,Solteiro(a),Engenharia
49,1975-02-04,Santa Catarina,27059,Mestrado,2,Divorciado(a),Engenharia
60,1963-11-20,Paraná,24062,Ensino Fundamental,0,Viúvo(a),Educação
57,1967-04-12,Mato Grosso do Sul,4717,Mestrado,1,Divorciado(a),Administração
42,1981-11-06,Distrito Federal,19400,Doutorado,4,Casado(a),Saúde
51,1973-02-05,Ceará,5522,Pós-Graduação,2,Viúvo(a),Educação
20,2004-05-19,Acre,27829,Ensino Médio,2,Casado(a),Marketing
58,1966-01-19,Tocantins,14047,Ensino Fundamental,2,Casado(a),Saúde
18,2006-05-19,Santa Catarina,25402,Ensino Médio,4,Viúvo(a),Saúde
54,1970-05-31,Minas Gerais,29100,Ensino Superior,4,Casado(a),Administração
28,1996-05-17,Mato Grosso,19471,Ensino Médio,1,Viúvo(a),Educação
38,1985-11-26,Maranhão,2110,Mestrado,1,Viúvo(a),Engenharia
53,1971-02-03,Acre,16878,Mestrado,1,Viúvo(a),Tecnologia
22,2001-09-09,Sergipe,15143,Doutorado,3,Viúvo(a),Tecnologia
23,2000-10-08,Paraíba,13569,Pós-Graduação,2,Viúvo(a),Engenharia
47,1977-07-16,Sergipe,4742,Mestrado,4,Casado(a),Educação
48,1975-09-14,Amazonas,20122,Ensino Fundamental,1,Viúvo(a),Marketing
26,1998-08-19,Rio Grande do Norte,19099,Mestrado,2,Viúvo(a),Tecnologia
56,1967-11-26,Amapá,9996,Mestrado,0,Casado(a),Saúde
25,1998-11-03,Bahia,8498,Mestrado,3,Viúvo(a),Tecnologia
39,1985-04-10,Rio Grande do Norte,5028,Mestrado,2,Divorciado(a),Saúde
21,2003-05-15,Bahia,1583,Mestrado,1,Casado(a),Tecnologia
50,1973-11-27,Pará,10670,Pós-Graduação,0,Viúvo(a),Tecnologia
51,1972-10-30,Tocantins,25061,Ensino Médio,0,Solteiro(a),Saúde
53,1970-10-05,Mato Grosso do Sul,6181,Pós-Graduação,0,Divorciado(a),Engenharia
41,1983-05-12,Amapá,13568,Ensino Fundamental,4,Casado(a),Engenharia
57,1967-04-07,Mato Grosso do Sul,21846,Mestrado,2,Viúvo(a),Administração
45,1978-12-19,Rio Grande do Sul,19576,Ensino Superior,0,Viúvo(a),Saúde
49,1974-09-18,Bahia,18397,Ensino Fundamental,4,Divorciado(a),Tecnologia
21,2002-09-04,Ceará,29850,Doutorado,1,Solteiro(a),Educação
36,1988-05-26,Paraná,26444,Ensino Médio,3,Viúvo(a),Saúde
50,1974-04-25,Acre,5466,Doutorado,3,Casado(a),Marketing
18,2006-07-17,Piauí,18828,Ensino Médio,2,Viúvo(a),Educação
22,2001-10-07,Santa Catarina,25314,Doutorado,1,Solteiro(a),Marketing
32,1992-03-11,Mato Grosso,8705,Ensino Médio,4,Divorciado(a),Saúde
48,1976-03-19,São Paulo,24503,Ensino Superior,0,Solteiro(a),Marketing
32,1991-09-26,Alagoas,12487,Pós-Graduação,4,Solteiro(a),Tecnologia
45,1979-04-07,Acre,15262,Pós-Graduação,1,Solteiro(a),Marketing
22,2002-07-30,Sergipe,22237,Mestrado,4,Divorciado(a),Administração
38,1986-02-04,Piauí,10410,Ensino Médio,1,Solteiro(a),Administração
56,1968-06-18,Pernambuco,16717,Ensino Fundamental,3,Viúvo(a),Engenharia
39,1985-05-12,Rio Grande do Sul,23151,Ensino Médio,3,Solteiro(a),Educação
54,1970-07-29,Goiás,22340,Ensino Fundamental,3,Divorciado(a),Tecnologia
21,2003-02-09,Distrito Federal,22010,Pós-Graduação,1,Casado(a),Tecnologia
22,2002-06-24,São Paulo,22006,Mestrado,2,Casado(a),Administração
30,1994-06-18,Mato Grosso do Sul,7780,Ensino Médio,3,Solteiro(a),Saúde
18,2006-08-02,Tocantins,15239,Mestrado,4,Divorciado(a),Administração
53,1970-08-23,Sergipe,5333,Ensino Superior,3,Casado(a),Tecnologia
45,1979-03-04,Roraima,29889,Ensino Fundamental,3,Viúvo(a),Marketing
23,2001-04-21,Piauí,4931,Ensino Fundamental,1,Solteiro(a),Marketing
51,1972-09-24,Amapá,9514,Ensino Fundamental,2,Viúvo(a),Administração
22,2002-06-10,Maranhão,3672,Pós-Graduação,4,Casado(a),Saúde
33,1990-12-08,Amapá,24428,Ensino Fundamental,2,Casado(a),Educação
59,1964-12-06,Rio Grande do Sul,16171,Mestrado,3,Casado(a),Engenharia
56,1968-04-06,Paraná,6150,Ensino Médio,4,Casado(a),Tecnologia
28,1996-08-14,Maranhão,6713,Mestrado,0,Viúvo(a),Tecnologia
36,1988-07-12,Tocantins,14901,Ensino Médio,2,Viúvo(a),Marketing
50,1973-10-07,Ceará,21931,Ensino Médio,0,Casado(a),Engenharia
36,1987-12-21,Roraima,29196,Ensino Fundamental,2,Viúvo(a),Tecnologia
20,2004-04-21,Bahia,13255,Ensino Médio,1,Divorciado(a),Engenharia
21,2003-07-26,Pernambuco,16593,Mestrado,1,Viúvo(a),Saúde
36,1987-12-17,Maranhão,27517,Ensino Médio,3,Casado(a),Saúde
24,2000-02-22,Sergipe,27037,Mestrado,0,Casado(a),Tecnologia
33,1991-01-14,Mato Grosso do Sul,25436,Ensino Médio,0,Solteiro(a),Educação
51,1972-09-05,Rio Grande do Sul,29385,Doutorado,3,Divorciado(a),Administração
42,1982-02-01,Rondônia,16270,Ensino Médio,2,Divorciado(a),Tecnologia
36,1987-12-20,Rio Grande do Sul,18426,Mestrado,0,Solteiro(a),Marketing
54,1970-04-20,Acre,28186,Pós-Graduação,4,Viúvo(a),Educação
28,1996-03-12,Amapá,8172,Ensino Médio,3,Viúvo(a),Educação
31,1993-01-18,Paraíba,7112,Doutorado,3,Solteiro(a),Educação
41,1983-02-24,São Paulo,10169,Mestrado,1,Viúvo(a),Engenharia
42,1981-12-20,Santa Catarina,25814,Ensino Fundamental,3,Solteiro(a),Tecnologia
44,1980-03-07,Maranhão,8411,Ensino Fundamental,4,Casado(a),Administração
57,1966-11-27,Roraima,9607,Ensino Fundamental,4,Divorciado(a),Saúde
40,1983-11-27,Acre,6283,Ensino Fundamental,4,Viúvo(a),Saúde
23,2000-10-01,Piauí,22983,Ensino Fundamental,0,Viúvo(a),Administração
22,2002-08-14,Minas Gerais,17572,Ensino Médio,4,Divorciado(a),Administração
48,1976-05-04,Tocantins,6502,Doutorado,4,Casado(a),Tecnologia
30,1994-08-16,Amazonas,25238,Ensino Fundamental,3,Viúvo(a),Administração
58,1965-12-16,Sergipe,26244,Pós-Graduação,2,Solteiro(a),Administração
39,1985-08-20,Santa Catarina,17981,Ensino Superior,1,Divorciado(a),Educação
29,1995-04-22,Tocantins,21765,Mestrado,3,Divorciado(a),Educação
46,1978-05-07,Goiás,1881,Ensino Médio,2,Viúvo(a),Educação
42,1982-04-04,Rio Grande do Sul,13025,Mestrado,3,Divorciado(a),Tecnologia
56,1968-07-16,Piauí,27895,Mestrado,4,Divorciado(a),Engenharia
37,1987-05-04,Bahia,27206,Ensino Médio,2,Solteiro(a),Engenharia
27,1997-08-12,Goiás,2740,Pós-Graduação,1,Divorciado(a),Administração
52,1972-04-13,Distrito Federal,4814,Ensino Fundamental,4,Divorciado(a),Engenharia
54,1970-05-01,Mato Grosso,25253,Ensino Superior,2,Casado(a),Engenharia
58,1966-01-28,Santa Catarina,21442,Mestrado,4,Viúvo(a),Engenharia
33,1991-06-20,Rio Grande do Sul,27124,Doutorado,3,Casado(a),Engenharia
32,1991-10-29,Santa Catarina,23088,Pós-Graduação,1,Casado(a),Marketing
55,1968-11-03,Roraima,26381,Mestrado,3,Solteiro(a),Tecnologia
60,1964-03-16,Alagoas,10928,Ensino Fundamental,2,Viúvo(a),Educação
19,2005-05-06,Paraíba,23115,Doutorado,3,Divorciado(a),Engenharia
18,2005-10-18,Rio Grande do Norte,23837,Ensino Superior,2,Divorciado(a),Marketing
29,1994-09-14,Minas Gerais,3310,Doutorado,4,Solteiro(a),Educação
42,1982-04-25,Santa Catarina,8413,Ensino Superior,3,Viúvo(a),Tecnologia
35,1989-08-04,Goiás,11784,Pós-Graduação,0,Viúvo(a),Marketing
20,2004-01-03,Pernambuco,10945,Ensino Fundamental,4,Divorciado(a),Tecnologia
60,1964-01-16,Rio de Janeiro,8063,Ensino Médio,1,Casado(a),Engenharia
32,1991-11-22,Rio Grande do Norte,12372,Doutorado,4,Divorciado(a),Marketing
22,2002-07-18,Goiás,9767,Mestrado,0,Solteiro(a),Engenharia
22,2002-04-17,Sergipe,11533,Ensino Superior,2,Casado(a),Engenharia
34,1990-04-26,Maranhão,19329,Ensino Fundamental,2,Casado(a),Saúde
53,1970-12-31,Pernambuco,18829,Ensino Superior,4,Solteiro(a),Marketing
52,1972-07-02,Santa Catarina,16652,Doutorado,1,Solteiro(a),Saúde
50,1974-05-02,Piauí,18937,Ensino Superior,2,Solteiro(a),Educação
59,1965-05-04,Paraíba,21308,Ensino Superior,3,Solteiro(a),Marketing
22,2001-10-13,Paraíba,1584,Ensino Fundamental,2,Solteiro(a),Engenharia
20,2004-07-26,Sergipe,5523,Mestrado,4,Solteiro(a),Engenharia
43,1981-05-06,Bahia,22109,Pós-Graduação,2,Viúvo(a),Saúde
38,1986-04-08,Paraíba,26008,Ensino Fundamental,4,Casado(a),Engenharia
53,1971-03-17,Piauí,14401,Ensino Superior,2,Divorciado(a),Marketing
51,1973-07-17,Amazonas,12600,Ensino Superior,2,Viúvo(a),Marketing
44,1980-07-01,Paraíba,4001,Mestrado,1,Viúvo(a),Engenharia
49,1974-11-22,Roraima,27620,Ensino Médio,4,Casado(a),Tecnologia
53,1971-01-20,Bahia,6399,Mestrado,1,Divorciado(a),Engenharia
60,1963-09-28,Rio de Janeiro,13863,Ensino Superior,2,Viúvo(a),Tecnologia
50,1973-10-14,Bahia,2305,Doutorado,0,Casado(a),Saúde
47,1976-09-25,Goiás,27252,Ensino Fundamental,4,Casado(a),Marketing
39,1984-11-06,Rio Grande do Sul,1689,Ensino Fundamental,1,Casado(a),Engenharia
39,1984-10-25,Paraíba,12802,Mestrado,1,Solteiro(a),Saúde
29,1994-11-17,Amapá,8307,Mestrado,0,Casado(a),Administração
21,2003-03-11,Sergipe,4387,Ensino Fundamental,4,Divorciado(a),Tecnologia
41,1983-05-05,Rio Grande do Norte,26981,Ensino Médio,4,Divorciado(a),Tecnologia
19,2005-06-15,Santa Catarina,28434,Mestrado,4,Viúvo(a),Marketing
36,1988-08-11,Rio de Janeiro,9550,Ensino Médio,4,Solteiro(a),Engenharia
43,1981-02-22,Ceará,28970,Ensino Médio,2,Casado(a),Educação
30,1994-08-09,Acre,24347,Ensino Superior,1,Viúvo(a),Marketing
51,1973-03-11,Acre,23298,Ensino Fundamental,0,Casado(a),Marketing
35,1988-11-12,Bahia,23105,Doutorado,1,Solteiro(a),Engenharia
23,2001-02-04,Alagoas,6074,Ensino Superior,3,Divorciado(a),Marketing
60,1964-08-02,Mato Grosso do Sul,29479,Pós-Graduação,0,Divorciado(a),Tecnologia
35,1989-03-17,Amapá,10940,Ensino Superior,1,Viúvo(a),Engenharia
28,1995-08-28,Espírito Santo,25212,Pós-Graduação,0,Solteiro(a),Saúde
47,1976-11-13,Espírito Santo,22049,Doutorado,4,Divorciado(a),Marketing
51,1973-01-09,Rondônia,3690,Pós-Graduação,1,Divorciado(a),Educação
24,1999-11-22,Sergipe,6224,Doutorado,0,Solteiro(a),Educação
23,2000-08-28,Sergipe,6873,Ensino Médio,1,Viúvo(a),Engenharia
29,1994-10-24,Pará,21238,Pós-Graduação,0,Viúvo(a),Engenharia
55,1969-07-24,Paraíba,14452,Ensino Superior,3,Divorciado(a),Engenharia
38,1985-10-30,São Paulo,22867,Ensino Médio,3,Viúvo(a),Engenharia
39,1984-09-18,Pará,26156,Doutorado,2,Divorciado(a),Saúde
42,1981-12-02,Bahia,9624,Pós-Graduação,0,Casado(a),Educação
48,1976-08-04,Tocantins,7018,Ensino Médio,1,Divorciado(a),Marketing
20,2003-10-20,Tocantins,25204,Mestrado,3,Divorciado(a),Marketing
47,1976-09-29,Goiás,10065,Doutorado,3,Solteiro(a),Educação
50,1974-03-23,Rio Grande do Sul,17043,Ensino Fundamental,1,Divorciado(a),Marketing
54,1969-09-20,Mato Grosso,26029,Ensino Superior,4,Divorciado(a),Educação
45,1979-05-23,Acre,23654,Ensino Médio,2,Solteiro(a),Administração
53,1970-10-14,Bahia,18317,Ensino Superior,1,Divorciado(a),Marketing
53,1971-02-02,São Paulo,18649,Mestrado,1,Viúvo(a),Marketing
58,1966-05-02,Rio Grande do Sul,11257,Pós-Graduação,4,Divorciado(a),Marketing
46,1977-12-03,Minas Gerais,24913,Ensino Superior,4,Divorciado(a),Tecnologia
59,1965-05-10,Tocantins,7491,Doutorado,3,Divorciado(a),Administração
58,1966-07-27,Rio de Janeiro,15281,Pós-Graduação,0,Solteiro(a),Marketing
42,1982-06-30,Amapá,4712,Mestrado,2,Solteiro(a),Engenharia
25,1998-12-28,Acre,6016,Mestrado,0,Divorciado(a),Marketing
33,1990-11-22,Maranhão,3952,Pós-Graduação,0,Casado(a),Marketing
18,2006-04-13,Rio Grande do Sul,27144,Ensino Superior,0,Casado(a),Educação
48,1975-12-25,Alagoas,11630,Ensino Médio,0,Casado(a),Educação
26,1998-06-04,Espírito Santo,6526,Ensino Médio,3,Solteiro(a),Marketing
19,2005-02-15,Amapá,23552,Ensino Superior,3,Casado(a),Marketing
18,2005-12-11,Ceará,29064,Doutorado,0,Solteiro(a),Tecnologia
43,1981-02-19,Rio Grande do Norte,10073,Ensino Superior,4,Casado(a),Saúde
30,1993-12-23,Acre,22891,Pós-Graduação,1,Solteiro(a),Saúde
53,1971-07-27,Roraima,15057,Ensino Médio,0,Solteiro(a),Saúde
45,1978-10-26,Santa Catarina,20355,Ensino Superior,1,Solteiro(a),Marketing
25,1998-09-15,Ceará,26869,Doutorado,0,Divorciado(a),Marketing
24,2000-01-01,Espírito Santo,29729,Ensino Fundamental,2,Divorciado(a),Engenharia
32,1992-03-14,Rondônia,1621,Ensino Médio,4,Divorciado(a),Tecnologia
41,1983-07-21,Roraima,29777,Ensino Superior,2,Casado(a),Tecnologia
58,1965-08-28,Piauí,17896,Ensino Superior,3,Divorciado(a),Saúde
20,2003-10-12,Distrito Federal,18343,Ensino Fundamental,1,Viúvo(a),Administração
42,1981-10-20,Rio Grande do Sul,5469,Doutorado,1,Casado(a),Saúde
54,1969-10-26,Bahia,9643,Ensino Superior,0,Casado(a),Saúde
34,1989-08-23,Bahia,6354,Mestrado,4,Casado(a),Educação
39,1984-10-24,Bahia,19294,Ensino Médio,4,Casado(a),Marketing
21,2003-04-06,Alagoas,9727,Ensino Médio,4,Divorciado(a),Saúde
42,1982-07-20,Ceará,9283,Ensino Superior,0,Viúvo(a),Educação
34,1990-03-15,Mato Grosso,11487,Doutorado,4,Divorciado(a),Tecnologia
52,1971-11-04,Amazonas,3420,Ensino Fundamental,0,Viúvo(a),Engenharia
49,1975-05-29,Piauí,15763,Ensino Superior,3,Casado(a),Educação
28,1996-01-07,Tocantins,14644,Ensino Médio,0,Divorciado(a),Saúde
47,1976-10-22,Sergipe,25530,Doutorado,0,Divorciado(a),Saúde
49,1975-04-16,Mato Grosso,5675,Pós-Graduação,4,Solteiro(a),Tecnologia
23,2000-11-04,São Paulo,6684,Mestrado,1,Divorciado(a),Saúde
37,1986-11-28,Rio Grande do Norte,21333,Ensino Superior,3,Divorciado(a),Educação
58,1966-07-05,Rondônia,15256,Doutorado,4,Casado(a),Marketing
55,1969-08-10,Maranhão,16959,Ensino Fundamental,1,Solteiro(a),Engenharia
22,2002-05-14,Mato Grosso,5154,Pós-Graduação,4,Solteiro(a),Educação
38,1985-12-29,Pará,4692,Ensino Fundamental,0,Divorciado(a),Saúde
33,1990-11-20,Rio Grande do Sul,6002,Ensino Superior,2,Divorciado(a),Administração
28,1996-07-26,Sergipe,3264,Doutorado,0,Casado(a),Marketing
39,1984-09-22,Roraima,24463,Pós-Graduação,4,Solteiro(a),Marketing
51,1972-10-03,Sergipe,24028,Mestrado,0,Casado(a),Engenharia
20,2004-07-23,Santa Catarina,17018,Pós-Graduação,2,Casado(a),Educação
25,1998-12-28,Mato Grosso,21383,Mestrado,0,Viúvo(a),Educação
20,2003-12-27,Paraná,28934,Ensino Médio,2,Viúvo(a),Educação
41,1982-09-12,Piauí,27709,Ensino Fundamental,3,Viúvo(a),Administração
34,1989-08-23,Roraima,15135,Ensino Superior,4,Casado(a),Educação
52,1972-02-27,Amapá,18965,Ensino Fundamental,2,Casado(a),Engenharia
23,2001-04-12,Santa Catarina,15526,Pós-Graduação,0,Viúvo(a),Educação
55,1969-04-13,Bahia,1866,Ensino Superior,4,Viúvo(a),Marketing
42,1981-09-06,Mato Grosso,19400,Mestrado,1,Casado(a),Educação
46,1978-01-03,Rondônia,15409,Ensino Fundamental,4,Viúvo(a),Marketing
22,2002-03-08,Mato Grosso,12628,Doutorado,3,Solteiro(a),Engenharia
53,1971-04-06,Pará,27937,Pós-Graduação,4,Viúvo(a),Engenharia
31,1993-02-07,Ceará,29037,Ensino Médio,4,Divorciado(a),Marketing
55,1969-07-30,Rio Grande do Sul,12170,Ensino Médio,1,Divorciado(a),Engenharia
56,1968-02-04,Pará,28727,Ensino Médio,4,Solteiro(a),Marketing
43,1981-01-17,Rio Grande do Sul,17951,Doutorado,0,Casado(a),Saúde
52,1972-04-26,Acre,19417,Mestrado,1,Viúvo(a),Tecnologia
48,1976-01-30,Pernambuco,16318,Ensino Fundamental,4,Casado(a),Administração
31,1993-05-14,Bahia,15426,Mestrado,2,Divorciado(a),Saúde
33,1990-10-02,Maranhão,3687,Ensino Superior,4,Solteiro(a),Saúde
56,1967-10-18,Rio de Janeiro,20307,Mestrado,4,Solteiro(a),Marketing
50,1974-03-19,Pará,24376,Doutorado,2,Divorciado(a),Marketing
18,2005-10-15,Bahia,7563,Doutorado,2,Viúvo(a),Tecnologia
58,1965-10-27,Roraima,6508,Ensino Fundamental,2,Solteiro(a),Tecnologia
48,1976-02-07,Rio de Janeiro,17290,Ensino Superior,2,Casado(a),Educação
60,1963-08-23,Amazonas,14464,Pós-Graduação,4,Divorciado(a),Tecnologia
37,1986-09-23,Distrito Federal,17052,Ensino Médio,1,Solteiro(a),Educação
41,1983-04-28,Paraná,1977,Mestrado,3,Viúvo(a),Tecnologia
52,1972-03-12,Mato Grosso do Sul,27866,Ensino Médio,1,Divorciado(a),Tecnologia
50,1974-08-03,Paraíba,29061,Pós-Graduação,1,Casado(a),Marketing
